Drug_ID,Food,Recommendation,Time,Recommendation_text
DB11312,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11312,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11312,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11312,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11312,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11363,food,Take,,Take with food.
DB11365,licorice,Avoid,,Avoid natural licorice. Licorice root can induce hypokalemia in patients taking sennosides.
DB11431,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB11560,fluids,Drink,,Drink plenty of fluids.
DB11560,water,Take,,Take with a full glass of water.
DB11560,food,Take,,Take with food.
DB11574,,Take,same time every day,Take at the same time every day.
DB11574,food,Take,,Take with or without food.
DB11575,food,Take,,Take with or without food.
DB11581,,Take,same time every day,Take at the same time every day.
DB11581,water,Take,,Take with a full glass of water.
DB11581,food,Take,,Take with food.
DB11586,food,Take,,Take with or without food.
DB11587,water,Take,,Take with a full glass of water.
DB11587,food,Take,,Take with or without food.
DB11591,grapefruit_products,Avoid,,Avoid grapefruit products. Avoid other fruit juice as well for optimal absorption.
DB11591,food,Do_not_take,,Take on an empty stomach. Take at least two hours before or one hour after eating.
DB11598,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11598,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11598,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11598,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11598,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11598,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11609,alcohol,Avoid,,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.
DB11610,alcohol,Avoid,,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.
DB11613,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB11613,food,Take,,Take with or without food. Multiple different combination products contain velpatasvir. Take Epclusa with or without food. Take Vosevi with food.
DB11614,food,Take,,Take with or without food.
DB11632,food,Take,,"Take separate from meals. Take opicapone at least one hour before or after eating, as a moderate calorie meal decreases Cmax and overall plasma exposure to the drug, and delays Tmax."
DB11633,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB11633,grapefruit_products,Exercise_caution,,Exercise caution with grapefruit products.
DB11637,food,Take,,Take with food. Taking delamanid with food increases its bioavailability.
DB11640,food,Take,,Take with or without food.
DB11642,food,Take,,Take with or without food. A high-fat meal had no clinically significant effects on drug pharmacokinetics.
DB11644,food,Take,,Take with or without food.
DB11652,food,Take,,Take with or without food. There is no meaningful clinical effect of food on this drug.
DB11656,food,Take,,Take with or without food. Food does not impact the bioavailability of rebamipide.
DB11677,food,Take,,"Take with food. Take triheptanoin with food, liquid, or formula."
DB11689,food,Avoid,2 hours before,Take on an empty stomach. Avoid consuming food 2 hours before and 1 hour after each dose.
DB11691,food,Take,,Take with or without food.
DB11693,food,Do_not_take,1 hour before or 2 hours after,"Take on an empty stomach. Take on an empty stomach, either 1 hour before or 2 hours after a meal and as close to 12 hours between doses as possible."
DB11697,grapefruit_products,Avoid,,"Avoid grapefruit products. Grapefruit products can inhibit CYP3A4, which is the enzyme primarily responsible for pacritinib metabolism."
DB11697,St_Johns_Wort,Avoid,,"Avoid St John's Wort. Pacritinib is metabolized primarily by CYP3A4, an enzyme for which St John's Wort is a potent inducer."
DB11699,alcohol,Avoid,,Avoid alcohol.
DB11703,antacids,Take,2 hours before or after,Take separate from antacids. Take at least 2 hours before or after antacids.
DB11703,water,Take,,Take with a full glass of water.
DB11703,food,Take,,Take with or without food.
DB11712,food,Take,,Take with food. Tezacaftor should be taken with fat-containing food to increase exposure.
DB11718,food,Take,,Take with or without food.
DB11730,,Take,same time every day,Take at the same time every day. Official labeling suggests taking ribociclib in the morning.
DB11730,food,Take,,Take with or without food.
DB11732,alcohol,Avoid,,Avoid alcohol.
DB11732,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB11738,food,Take,,"Take with food. However, the bioavailability of rilmenidine is not affected by food."
DB11739,food,Take,,"Take with or without food. High-fat meals may decrease the absorption of vonoprazan; however, these changes are not considered clinically significant."
DB11742,food,Take,,Take with or without food. Taking ebastine with food may increase its bioavailability.
DB11751,,Take,same time every day,Take at the same time every day. Take the oral tablets at the same time every day.
DB11751,food,Take,,Take with food. Take the oral tablets with a meal.
DB11753,alcohol,Avoid,,Avoid alcohol.
DB11753,water,Take,,Take with a full glass of water.
DB11753,food,Take,,Take with or without food.
DB11757,,Take,same time every day,Take at the same time every day.
DB11757,food,Take,,Take with or without food.
DB11760,,Take,same time every day,Take at the same time every day.
DB11760,food,Take,,Take with or without food.
DB11761,food,Take,before,Take before a meal. Tenapanor should be administered immediately prior to the first meal of the day and immediately prior to dinner.
DB11791,food,Take,,"Take with or without food. Co-administration with high-fat meals slightly alters AUC, but not to a clinically significant extent."
DB11793,,Take,same time every day,Take at the same time every day.
DB11793,food,Take,,Take with or without food. Food does not affect the absorption of niraparib.
DB11796,St_Johns_Wort,Avoid,,"Avoid St John's Wort. The use of strong inducers of CYP3A enzymes, including St John's Wort, is contraindicated in patients receiving fostemsavir."
DB11796,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB11799,St_Johns_Wort,Avoid,,Avoid St John's Wort.
DB11799,,Take,same time every day,Take at the same time every day.
DB11799,antacids,Take,2 hours before or 6 hours after,Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.
DB11799,food,Take,,"Take with food. When taking iron or calcium-containing products, bictegravir should be taken with food."
DB11799,food,Take,,Take with or without food.
DB11800,food,Take,,Take with or without food.
DB11817,food,Take,,"Take with or without food. A high-fat meal can decrease the mean AUC and Cmax of baricitinib and delay Tmax, but not to a clinically singificant extent."
DB11820,food,Take,,Take with food.
DB11823,food,Avoid,30 minutes before,"Take separate from meals. Avoid eating for at least 2 hours, and drinking for at least 30 minutes before taking esketamine."
DB11827,food,Take,,Take with or without food.
DB11828,,Take,same time every day,Take at the same time every day.
DB11828,antacids,Take,3 hours before,Take separate from antacids. Take antacids at least 3 hours before or after neratinib.
DB11828,food,Take,,Take with food.
DB11835,fluids,Drink,,Drink plenty of fluids.
DB11837,food,Take,,"Take with or without food. Administration with food slightly alters absorption, but not to a clinically significant extent."
DB11853,food,Take,,Take with or without food. Administration with food does not result in any clinically meaningful differences in pharmacokinetics.
DB11866,calcium_supplement,Administer,,Administer calcium supplement. Ensure adequate calcium supplementation.
DB11866,vitamin_supplements,Administer,,Administer vitamin supplements. Ensure adequate vitamin D supplementation.
DB11886,food,Do_not_take,1 hour before or 2 hours after,"Take on an empty stomach. Take drug at least 1 hour before or 2 hours after food, at approximately the same time each day. Food increases the systemic exposure to infigratinib."
DB11886,water,Take,,"Take with a full glass of water. Do not crush, chew or dissolve."
DB11901,,Take,same time every day,Take at the same time every day.
DB11901,food,Take,,Take with or without food.
DB11915,food,Take,,Take with or without food.
DB11921,food,Take,,Take with or without food. The tablets may be crushed and mixed with applesauce and consumed immediately.
DB11928,food,Take,,"Take with food. To reduce the risk of hypotension, patients should ensure adequate food intake prior to vosoritide injection."
DB11936,food,Take,,Take with or without food.
DB11938,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption. Difelikefalin can cause dizziness and somnolence that may be exacerbated by the CNS depressant effects of alcohol.
DB11942,food,Take,,Take with or without food. Co-administration with food does not affect pharmacokinetics.
DB11943,ions,Avoid,6 hours before or 2 hours after,Avoid multivalent ions. Separate the administration of multivalent cations from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.
DB11943,antacids,Take,6 hours before or 2 hours after,Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.
DB11943,food,Take,,Take with or without food.
DB11951,food,Do_not_take,,Take on an empty stomach. Co-administration with food delays absorption and sleep onset.
DB11952,food,Take,,Take with or without food.
DB11963,,Take,same time every day,Take at the same time every day.
DB11963,antacids,Take,6 hours before or 10 hours after,Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.
DB11963,food,Take,,Take with or without food.
DB11967,food,Take,,Take with or without food.
DB11978,,Take,same time every day,Take at the same time every day.
DB11978,food,Take,,Take with or without food.
DB11979,calcium_supplement,Administer,,Administer calcium supplement. This will minimize the risk of bone mineral density loss.
DB11979,vitamin_supplements,Administer,,Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss.
DB11979,,Take,same time every day,Take at the same time every day.
DB11979,food,Take,,Take with or without food.
DB11984,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11984,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11984,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11984,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11984,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11984,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11986,food,Take,,Take with or without food. Co-administration of food does not affect pharmacokinetics.
DB11989,food,Take,,Take with or without food.
DB11995,food,Take,,Take with food.
DB12001,,Take,same time every day,Take at the same time every day.
DB12001,food,Take,,Take with or without food.
DB12010,food,Take,,Take with or without food.
DB12015,,Take,same time every day,Take at the same time every day.
DB12015,food,Take,,Take with food. Food does not significantly affect the AUC of alpelisib.
DB12016,food,Take,,Take with or without food. The absorption of ponesimod is not significantly affected by food.
DB12020,food,Take,,Take with food. Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat.
DB12026,antacids,Take,4 hours before,"Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir."
DB12026,food,Take,,Take with food.
DB12035,antacids,Take,,Take separate from antacids.
DB12035,fluids,Take,,Take with fluids. This may reduce irritation of the esophagus.
DB12035,food,Take,,Take with or without food.
DB12070,food,Take,,Take with or without food.
DB12095,food,Take,,Take with food. Food increases the bioavailability of telotristat ethyl.
DB12130,,Take,same time every day,Take at the same time every day.
DB12130,food,Take,,Take with or without food.
DB12141,,Take,same time every day,Take at the same time every day.
DB12141,food,Take,,Take with or without food.
DB12147,food,Take,,Take with or without food.
DB12151,food,Do_not_take,,Take on an empty stomach. Brincidofovir is best absorbed on an empty stomach or alongside a low-fat meal.
DB12161,alcohol,Avoid,,Avoid alcohol. Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol.
DB12161,food,Take,,Take with food. Taking deutetrabenazine with food increases its Cmax.
DB12235,food,Take,,Take with or without food. Take at the same time each day.
DB12243,food,Do_not_take,,"Take on an empty stomach. RADICAVA ORS should be taken in the morning on an empty stomach after overnight fasting. Food should not be consumed for 1 hour after administration except water. The higher the fat content of the previous meal, the longer the fasting time before taking RADICAVA ORS will be."
DB12245,food,Take,,Take with food. Taking triclabendazole with food increases the bioavailability of triclabendazole and its sulfoxide metabolite.
DB12265,food,Take,,Take with food. Food assists in fexinidazole absorption.
DB12267,food,Take,,Take with or without food.
DB12278,,Take,same time every day,Take at the same time every day.
DB12278,food,Take,1 hour before,Take separate from meals. PrMictoryl Pediatric (propiverine hydrochloride) tablets should be taken at least 1 hour before meals as high-fat meals reduce the bioavailability of PrMictoryl.
DB12278,food,Take,,Take with or without food. Mictoryl (propiverine hydrochloride) modified-release capsules can be taken with or without food as food does not affect its bioavailability.
DB12289,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12289,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12289,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12289,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12289,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12289,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12301,,Take,same time every day,Take at the same time every day.
DB12301,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB12332,food,Take,,Take with or without food. A high-fat meals increases drug exposure but not to a clinically significant extent.
DB12364,,Take,same time every day,Take at the same time every day.
DB12364,food,Take,,Take with food. Betrixaban should be taken with food. The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal.
DB12371,St_Johns_Wort,Avoid,,Avoid St John's Wort. Avoid the use of St John's Wort in patients with CYP2C9 genotype *1/*3 and*2/*3.
DB12371,food,Take,,Take with or without food.
DB12404,alcohol,Avoid,,Avoid alcohol. The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol.
DB12455,ions,Avoid,4 hours after,"Avoid multivalent ions. Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg. zinc, calcium, magnesium, and iron)."
DB12455,food,Drink,4 hours before,Take on an empty stomach. Do not eat for 4 hours before and 2 hours after administering omadacycline. Drinking water after administration is acceptable.
DB12455,antacids,Take,4 hours after,Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids.
DB12457,food,Take,,"Take with or without food. Pharmacokinetics may be altered when administered with high-fat meals, but the clinical relevance of these effects is unknown."
DB12471,food,Take,,"Take with or without food. A high fat meal increases the AUC by 38% and Cmax by 32%, which is not considered significant."
DB12500,food,Take,,Take with or without food. Food may help reduce adverse effects of fedratinib such as nausea and vomiting.
DB12543,food,Take,,Take with or without food. Food has only a minor effect on samidorphan pharmacokinetics.
DB12597,food,Avoid,2 hours before,Take on an empty stomach. Avoid food consumption for at least 2 hours before and 1 hour after taking asciminib.
DB12598,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12598,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12598,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12598,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12598,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12598,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12612,food,Take,,Take with or without food.
DB12713,food,Take,before,Take before a meal. Sotagliflozin should be taken once daily before the first meal of the day.
DB12726,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12726,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12726,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12726,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12726,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12726,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12783,food,Take,,Take with or without food. Benserazide is normally given in combination with levodopa as the combination product Prolopa. Levodopa should not be given with protein-rich foods as they may reduce its absorption.
DB12825,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. This drug should be taken at least 1 hour before or 2 hours after a meal.
DB12825,water,Take,,Take with a full glass of water. The tablet should be swallowed whole with water.
DB12831,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12831,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12834,alcohol,Avoid,,Avoid alcohol. Avoid consumption of alcoholic beverages and preparations containing ethanol or propylene glycol during treatment with secnidazole and for at least two days after completing therapy.
DB12834,food,Take,,"Take with or without food. Sprinkle onto applesauce, yogurt, or pudding and ingest without crushing the granules."
DB12877,food,Take,,Take with food.
DB12887,food,Take,,Take with or without food.
DB12941,food,Take,,Take with food. This increases the bioavailability of darolutamide.
DB12942,food,Take,,Take with food. The manufacturer recommends administration with meals.
DB12978,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Take at least 1 hour before or 2 hours after eating a meal or snack.
DB12978,antacids,Take,2 hours before or after,Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib.
DB12982,food,Take,,Take with food.
DB13055,food,Take,,"Take with food. Oteseconazole must be taken with food, and capsules must be swallowed whole and not chewed, crushed, dissolved, or opened. The intake of high-fat, high-calorie meals (800-1000 Calories; 50% fat) increases oteseconazole C<sub>max</sub> and AUC<sub>0-72h</sub> by 45% and 36%, respectively. No significant differences were detected when oteseconazole was administered with a low-fat, low-calorie meal."
DB13074,food,Do_not_take,,Take on an empty stomach. Fast for at least eight hours before taking macimorelin.
DB13125,food,Take,,Take with or without food.
DB13136,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13136,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13136,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13136,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13136,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13136,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13147,food,Take,,Take with food.
DB13149,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13149,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13170,food,Take,,Take with or without food.
DB13198,fluids,Drink,,Drink plenty of fluids.
DB13198,food,Take,before,Take before a meal.
DB13257,milk,Avoid,2 hours before or after,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk.
DB13257,calcium_supplements,Take,2 hours before or after,Take at least 2 hours before or after calcium supplements.
DB13257,antacids,Take,2 hours before or after,Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids.
DB13257,food,Take,,Take with food. This may reduce gastric irritation.
DB13347,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13381,milk,Avoid,,Avoid milk and dairy products.
DB13381,ions,Avoid,,Avoid multivalent ions.
DB13381,antacids,Take,,Take separate from antacids.
DB13451,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13451,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13451,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13451,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13451,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13451,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13595,food,Take,,Take after a meal.
DB13595,water,Take,,Take with a full glass of water.
DB13616,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13616,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13680,food,Take,,Take with or without food.
DB13729,food,Take,,Take with food. Take after a meal.
DB13761,food,Take,before,Take before a meal. Take tilactase before eating food containing lactose.
DB13848,food,Do_not_take,,"Take on an empty stomach. Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours."
DB13853,food,Take,before,Take before a meal.
